iter	Logloss
270	0.01949292178
271	0.01945459948
272	0.01932445306
273	0.01913013949
274	0.01897586186
275	0.01880465941
276	0.01877393271
277	0.01859877985
278	0.01847232596
279	0.0184292911
280	0.01823820034
281	0.01807463543
282	0.01790711543
283	0.01776616856
284	0.01775887261
285	0.01758519725
286	0.01753105251
287	0.01743030993
288	0.01724727309
289	0.01721922082
290	0.01705214143
291	0.01701114197
292	0.01688374961
293	0.01671127321
294	0.01652317071
295	0.01645323404
296	0.01637926239
297	0.01626480202
298	0.01621089833
299	0.01604692437
300	0.01600579921
301	0.01589927987
302	0.015856433
303	0.01572727401
304	0.01565780234
305	0.01551528017
306	0.01549165493
307	0.01533956973
308	0.01533408329
309	0.01527728834
310	0.01524506962
311	0.01521505871
312	0.01514879831
313	0.01505456951
314	0.01504678691
315	0.01490846405
316	0.01476927988
317	0.01467046925
318	0.01451998656
319	0.0144018939
320	0.01432254875
321	0.01422604172
322	0.0141233784
323	0.01410743397
324	0.01408353067
325	0.01398999016
326	0.01391188417
327	0.01382501285
328	0.0137856555
329	0.01367144379
330	0.01365867027
331	0.01360866584
332	0.01345271058
333	0.01319813164
334	0.01313205404
335	0.01309500911
336	0.01299601604
337	0.01289409151
338	0.01277004078
339	0.01272032881
340	0.01263971177
341	0.01259441984
342	0.01257443108
343	0.01245673299
344	0.01240561383
345	0.01233473632
346	0.01222382033
347	0.01214326168
348	0.01206533422
349	0.01202885404
350	0.01188220982
351	0.01178958234
352	0.01166755427
353	0.01158805054
354	0.01150717612
355	0.0114367274
356	0.01137116158
357	0.01126146238
358	0.01124081196
359	0.01121226009
360	0.0111109592
361	0.01098898175
362	0.01095624519
363	0.0108632817
364	0.01084125711
365	0.01077648196
366	0.01071069063
367	0.01064147184
368	0.01062514329
369	0.01053433335
370	0.01043749577
371	0.01030244818
372	0.01028552803
373	0.0102596818
374	0.01023699479
375	0.01021441376
376	0.01014415653
377	0.01007861708
378	0.01007495106
379	0.01003813896
380	0.01001882941
381	0.009964967316
382	0.009951453806
383	0.009911353564
384	0.009875400423
385	0.009863195341
386	0.009859828494
387	0.009833977553
388	0.009804959296
389	0.009779718327
390	0.009699293134
391	0.009636434678
392	0.009600876019
393	0.009567251619
394	0.009556451536
395	0.009540657124
396	0.009509323599
397	0.009460816477
398	0.009439563521
399	0.009392544345
